"S_SUPPKEY"|"S_NAME"|"S_ADDRESS"|"S_NATIONKEY"|"S_PHONE"|"S_ACCTBAL"|"S_COMMENT"
13929|"Supplier#000013929       "|"iy66 Lw Nii4L6Rky60kwgN2g2kPL6g224NRg"|9|"801-385-2637   "|7980,48|"quickly special dependencies wake alongside of ."
13930|"Supplier#000013930       "|"6 LN60wNBL2NR4 BL0P 04mm260RRLNNm0L4wiNL"|11|"986-336-4964   "|2919,49|"packages sleep ."
13932|"Supplier#000013932       "|"R6Nmykwk0kR24  y L4LiPBLgyNyP k4kLPB6g"|24|"649-905-1391   "|5276,98|"unusual accounts are ."
13935|"Supplier#000013935       "|"LiR4B4Nk6LiRyB0Bgggk40mi6ymm PgLi "|12|"230-186-2285   "|651,52|"slowly ironic attainments boost blithely bold accounts ."
13940|"Supplier#000013940       "|" NNw4wPPwy"|9|"730-582-8210   "|2247,36|"pending, ironic deposits are packages ."
3962|"Supplier#000003962       "|"L6B644w6w iw2PRRP4mk yRmkmPRNw0wm2mL"|21|"881-228-3369   "|3137,16|"packages sleep furiously unusual pinto beans ."
3963|"Supplier#000003963       "|" 6Rm2N6igmi0B62LykBBBR0NN PywNgNy"|9|"279-806-5658   "|1269,11|"packages boost blithely about ."
3964|"Supplier#000003964       "|"02 iR2m ym2m2y wyBkB 0"|7|"753-394-7162   "|9934,22|"packages boost blithely about ."
3968|"Supplier#000003968       "|"ymRPPN6N220yg4 y0L62RBi "|2|"941-282-8442   "|5311,13|"carefully express ideas nag blithely against ."
3974|"Supplier#000003974       "|"g2mgNR22RmLi B PwBPwBL0yyLkL2kmi4wB04"|18|"850-543-6485   "|6774,41|"carefully final foxes wake after ."
3978|"Supplier#000003978       "|"2iBgLRkyB26NLkmPByi6kLB4"|16|"338-180-3340   "|1155,47|"blithely unusual pinto beans along haggle carefully among ."
3982|"Supplier#000003982       "|"wLmN6PBgRRwgkyNyg6giLg2iBm0Pi2N4wB"|10|"702-131-4084   "|5931,29|"quickly ironic platelets sleep ."
3990|"Supplier#000003990       "|"m6P4 mPB0Lwwy644y6BNPwNNkm0"|19|"600-308-9416   "|6726,41|"fluffily final asymptotes detect quickly around ."
3991|"Supplier#000003991       "|"w4wgB4k2NmL40R0kkBg40g2Bwy 0 6w k4B"|11|"325-541-4951   "|1783,47|"packages run doggedly ?"
3996|"Supplier#000003996       "|"N4 iRPyL0kL4w Lgww6NNki RRP"|24|"545-729-7636   "|8560,47|"final accounts boost quickly express accounts ."
3997|"Supplier#000003997       "|"Ry4BBBB4gRm m4yywg"|0|"338-361-6461   "|4934,64|"carefully regular foxes haggle carefully after ."
4005|"Supplier#000004005       "|"6i6Pg42LNi6N662RP2g"|22|"176-282-2458   "|-777,19|"packages about are regular accounts ."
4006|"Supplier#000004006       "|"wRgmNmw0wwRgiBwmLPR2ik2m"|4|"671-802-5480   "|3609,14|"ironic, express deposits are across ."
4007|"Supplier#000004007       "|"wP4wLgyPwwggm2RN k4yk0 Pk0gwy2k2BR"|8|"698-428-3884   "|2880,75|"carefully pending ideas sleep blithely silent pinto beans ."
4014|"Supplier#000004014       "|"wm4LNBiL wL6B i0BBBPg4PP0ky6ki62"|12|"857-522-1898   "|-388,68|"fluffily bold asymptotes use blithely carefully pending deposit"
4015|"Supplier#000004015       "|"kk2y2BRwiRR6BP6L6Byykg0LLk2kPP4yBw0RLNP"|16|"172-477-3826   "|-625,04|"packages boost quickly close, regular deposits ."
4024|"Supplier#000004024       "|"6yyN 4gLgRR0RR6BNim"|13|"707-141-5197   "|6107,6|"blithely final theodolites are ironic requests ."
4035|"Supplier#000004035       "|"LyRw4w0N600gwNgPRBmy6yLy 6w4N0mwmP4LNym"|12|"937-833-9745   "|7703,75|"packages sleep about ."
4037|"Supplier#000004037       "|"PBiP0 4RNB200miL6L4mL6PP0"|0|"668-944-5227   "|-906,02|"carefully thin foxes cajole special requests ."
4040|"Supplier#000004040       "|"RLm2w0y60kwg2 BLiPLm0m"|16|"712-190-3070   "|8481,87|"regular accounts kindle busily !"
4041|"Supplier#000004041       "|"iw2 gLmNgiNN44NRwL mwmiRB0"|9|"241-168-9304   "|3897,1|"fluffily express asymptotes are around ."
4042|"Supplier#000004042       "|"PwBNPBg6y0mk6y0022gB66mk64iPPNBR6"|14|"198-554-1020   "|2591,29|"quickly final platelets haggle carefully quickly final excuses "
4051|"Supplier#000004051       "|" 2Bi 40kgwwkkNi6 4Bm2m6m"|9|"167-873-8760   "|3422,68|"packages use blithely about ."
4055|"Supplier#000004055       "|"BmLmy 6kiw22m 4kmgkw0g 2y PyyiyL4N0Pgwgm"|3|"185-282-4171   "|-479,21|"blithely express pinto beans affix quickly along ."
4056|"Supplier#000004056       "|"Ni im NB6Bm64 yLNk466 4m2Lmk 6PkPLim"|21|"245-653-6626   "|6923,63|"packages about cajole regular, regular deposits ."
4058|"Supplier#000004058       "|"P4gL RBR6g00"|21|"568-304-6279   "|6496,05|"bold requests nag blithely slyly special theodolites ."
4060|"Supplier#000004060       "|"6yR2k4 4mNPkN0y2BgRBRigRN y2P"|7|"779-909-4245   "|9935,5|"blithely even pinto beans mold fluffily along ;"
4061|"Supplier#000004061       "|"ymPPk02iNiBiy6"|2|"750-880-5181   "|4018,94|"carefully ironic ideas grow fluffily ;"
4065|"Supplier#000004065       "|"2 mkBRNmPyR 66BmN"|19|"566-210-5560   "|1043,48|"packages are furiously blithe orbits ."
4066|"Supplier#000004066       "|"24 0RmRL06iNP6w04mRBN2mPL4 PwNw"|0|"130-941-5579   "|1639,37|"fluffily busy warthogs was quickly at ."
4071|"Supplier#000004071       "|"m mR4ggkBwwPP"|18|"617-335-6573   "|3227,48|"quickly unusual platelets use blithely among ."
4074|"Supplier#000004074       "|"ik6BL m240RiB4g"|10|"894-905-7660   "|-52|"blithely regular theodolites haggle carefully ."
4076|"Supplier#000004076       "|"Ni km664R4k2RR0RRBB4PBmwRPwigi4LyPm2"|16|"719-632-4096   "|-19,13|"fluffily regular asymptotes was quickly around ."
4077|"Supplier#000004077       "|"mm64 4R2LkL0g66RN 6wNgB6imki"|0|"835-365-5940   "|6408,33|"fluffily regular courts around affix quickly busily final sheav"
4078|"Supplier#000004078       "|"B iy46B2N0Ry6L4 mi2gNBmki4B6y2Rg4NgBmR"|5|"280-691-4506   "|1764,96|"regular accounts sleep final accounts ."
4082|"Supplier#000004082       "|"2k00wN mgLgk020mkmN"|17|"668-242-9430   "|4712,9|"blithely express theodolites haggle carefully ironic requests ."
4084|"Supplier#000004084       "|"RBBkNR0P4wP6RRmi"|23|"285-950-5493   "|517,35|"packages about unwind idly silent, express deposits !"
4085|"Supplier#000004085       "|"iw6 y0224Bgw4L66i4g46mBPR"|12|"419-399-9239   "|3077,9|"blithely regular pinto beans wake along ."
4086|"Supplier#000004086       "|"2B N00wg4 4 y64BiPggRwPByiNwNy"|15|"877-411-4843   "|6302,48|"blithely ironic pinto beans cajole carefully final ideas ."
4102|"Supplier#000004102       "|"ww4mLB6wRi42wg2L2PRRB"|6|"168-569-6892   "|5836,04|"packages about are furiously ironic dependencies ."
4104|"Supplier#000004104       "|"yLwLkiL02mgkR4RBgBR2gm 4RB6L4g"|10|"707-387-5269   "|204,92|"blithely even pinto beans along use blithely above ."
4105|"Supplier#000004105       "|"240w2L64k4 0iki22"|0|"893-572-5774   "|-964,5|"blithely special instructions along affix quickly quickly ironi"
4106|"Supplier#000004106       "|"Lig4wgykmkP 2RLPmL4ywN246LB yBkR6"|3|"840-151-8737   "|1637,28|"ironic requests doze permanently furiously ironic ideas ?"
4109|"Supplier#000004109       "|"B PNgw0LygPmk mBg2N20giwRk2P"|11|"104-951-1944   "|9939,83|"quickly ironic excuses wake packages ."
4111|"Supplier#000004111       "|"g42gg6B62yyL g0 iB0ww N"|20|"365-572-8338   "|4065,94|"carefully express foxes after cajole after ."
4115|"Supplier#000004115       "|"m6NyPg y262RgyykiL0Bm 0 26iyLmL4Bi g44yB"|16|"256-726-5421   "|5881,98|"blithely final theodolites poach ruthlessly quickly express ins"
4117|"Supplier#000004117       "|"Pm4RP46ygPR46im2i24yww"|3|"280-277-6999   "|3771,08|"blithely regular ideas against sleep express packages ."
4121|"Supplier#000004121       "|"2wL044Pg66 iN"|8|"321-850-2191   "|2018,26|"quickly final dependencies among boost quickly carefully unusua"
4126|"Supplier#000004126       "|" 2kLi4k0m4m"|22|"826-364-7252   "|4886,02|"thinly unusual forges wake ironic, final deposits ."
4132|"Supplier#000004132       "|"mLyNRiLim0k0"|24|"587-518-7485   "|93,77|"silent accounts according to hinder fluffily against ."
4133|"Supplier#000004133       "|"wB4B6mwL2RB"|21|"108-150-1265   "|842,85|"blithely regular pinto beans along grow fluffily special reques"
4134|"Supplier#000004134       "|"mg26N24P46k0N4LBPNBmg"|20|"623-389-6573   "|6730,02|"blithely regular theodolites against boost blithely over ."
4139|"Supplier#000004139       "|"y240m0m0 mw4iL LgPkRw"|9|"461-784-8051   "|2892,15|"regular, unusual deposits sleep across ."
4142|"Supplier#000004142       "|" ygN4L k22mNRg gwgmB20yB0yBgPLBRy 0R"|1|"834-531-8197   "|8254,4|"fluffily ironic asymptotes are final, regular deposits ."
4144|"Supplier#000004144       "|"iiwL2m mywN0 ykB NNLL4kRL4L24wNigNL6"|0|"889-617-8806   "|5942,59|"even requests haggle carefully ."
4146|"Supplier#000004146       "|"04ygBN2y6y0w0i ggLPw0gi00gkm"|18|"221-227-4866   "|5459|"blithely regular pinto beans kindle busily !"
4155|"Supplier#000004155       "|"26i k2iLw46Ri kB6 B6k40R g"|13|"297-974-1428   "|-344,91|"quickly pending platelets cajole ."
4157|"Supplier#000004157       "|"6B6PyPg2iw4Bk0N6kkgm"|19|"983-604-8407   "|-359,66|"bold requests cajole carefully ."
4160|"Supplier#000004160       "|"m00yRk2g2i 46BikPm"|19|"993-344-1107   "|5859,7|"blithely regular theodolites grow fluffily ;"
4167|"Supplier#000004167       "|"2PB6iRg20RkBgP"|18|"365-339-3226   "|8920,8|"carefully pending foxes lose fluffily final requests ."
13941|"Supplier#000013941       "|"0B2wPBk2y2yygkm2B 64y2N0iNRBLmyPwwP2m0 "|23|"545-541-9045   "|6376,96|"fluffily bold dolphins sleep at ."
13945|"Supplier#000013945       "|"w Ryww46w64RikmgyL66mi Pm 4B  4Rm"|23|"346-147-4561   "|8751,51|"packages sleep furiously silent ideas ."
13948|"Supplier#000013948       "|"Lkm6B0wg4ywm2Rm60w"|19|"176-553-8680   "|246,33|"quickly pending instructions sleep alongside of ."
13950|"Supplier#000013950       "|"iiPwPBi22B6NBB y46NkNimg0NB gLPBwg  ig"|24|"389-119-7561   "|126,65|"final accounts could cajole according to ."
13959|"Supplier#000013959       "|"Nym46wwkPPyPkRB wB00mP 0w42yLy0mg"|23|"754-922-9868   "|5515,42|"packages cajole regular, pending accounts ."
13960|"Supplier#000013960       "|"PBB2B20kw 6gy"|22|"672-444-6500   "|9652,12|"bold requests sleep regular requests ."
13961|"Supplier#000013961       "|"ByRmPB6kmkgLLm24mm6B6R4gwwk6PLgPBLRR"|11|"296-759-2592   "|4304,76|"blithely even ideas cajole even, ironic deposits ."
13962|"Supplier#000013962       "|"w0 Rm62Pw60mN2ikwy6RNmRw6B4g0Rk02m6mN"|1|"821-467-5789   "|1162,79|"special packages use blithely furiously ironic sentiments ."
13963|"Supplier#000013963       "|"m2 giRRm4gy4kB6Lg2 i4"|17|"312-973-5970   "|4948,86|"packages cajole furiously ironic platelets ."
13973|"Supplier#000013973       "|"6204PN2Lw6Ni"|23|"746-875-7907   "|9526,68|"quickly bold dependencies engage fluffily packages ."
13975|"Supplier#000013975       "|" 620R4P60RNiiwiBy22kP02iLk2Pw42Bww0L"|20|"780-579-4856   "|1000,3|"quickly special instructions alongside of boost quickly ironic,"
13988|"Supplier#000013988       "|"yg BBwiwkN0NR6P0N46ygki gNyR424wym"|15|"632-874-1779   "|1119,61|"blithely even theodolites boost quickly blithely express theodo"
13995|"Supplier#000013995       "|"4PiRB4iRNN L422k"|23|"896-713-2288   "|5184,88|"ironic, silent deposits cajole ."
13996|"Supplier#000013996       "|"LmB6LkByNkP2LNmm0"|23|"499-792-3509   "|9331,54|"final, special deposits maintain quickly ."
14004|"Supplier#000014004       "|"P4B6yyLN i0y2iLLL626kRPm PP"|1|"416-125-8682   "|5117,78|"even, special deposits sleep across ."
14005|"Supplier#000014005       "|"4L4 gL6 Rg PB6wPB PiyPLLPwN46gRwN NBi4 "|1|"647-898-6252   "|3500,43|"blithely regular theodolites wake against ."
14008|"Supplier#000014008       "|"RmyNB6Lwg0P224L4P2y"|6|"730-363-1425   "|2180,31|"unusual, express accounts cajole slyly regular dolphins ."
14019|"Supplier#000014019       "|"4N0PL6RPgBNN0w"|20|"833-463-8194   "|3212,3|"carefully bold ideas are regular, regular deposits ."
14022|"Supplier#000014022       "|"LiBLm L6NNwi4LL0N"|18|"855-893-5511   "|9467,15|"packages about nag blithely furiously even instructions ."
14023|"Supplier#000014023       "|"4B6i0B60gNg2myw4N60 "|24|"652-453-4865   "|8401,94|"blithely even pinto beans sleep quickly special platelets ."
14027|"Supplier#000014027       "|"6NRNm6LmL2RBgwwiw2gPBNk0B24mNBR6"|16|"803-353-8546   "|9084,86|"regular packages wake ."
14028|"Supplier#000014028       "|"Bm6RRR6mggL6"|21|"858-269-1291   "|7380,35|"fluffily bold dolphins sleep ."
14029|"Supplier#000014029       "|"iimN2  gkk24i0PN62R60y4"|18|"959-247-9932   "|3654,67|"packages are about ."
14031|"Supplier#000014031       "|"B0L0NykBm26y2mg"|4|"307-986-7755   "|-212,83|"final accounts sleep according to ."
14033|"Supplier#000014033       "|"gRNk 640gmN BBLRw"|23|"349-168-2375   "|7802,22|"regular requests run doggedly ?"
14038|"Supplier#000014038       "|"6k4y 46N0 6L6 g6yi6N"|15|"934-230-4735   "|-947,95|"blithely bold instructions are along ."
14039|"Supplier#000014039       "|"yRNLymwN6LmykNkw02ByR0NLRB6Nk"|4|"911-927-5682   "|4737,96|"carefully regular foxes integrate quickly fluffily ironic asymp"
14042|"Supplier#000014042       "|"PRkRB  L 0LNPRN2"|2|"791-823-8376   "|5749,47|"even, regular accounts haggle carefully across ."
14043|"Supplier#000014043       "|"yyw kgNN2B6L6i P4m6 4  w0LLRwPg6yNmLPwmi"|22|"175-847-5350   "|5434,54|"blithely special theodolites nag blithely ."
14046|"Supplier#000014046       "|"NRy4kLm2P4ywmBg"|18|"332-445-4903   "|7508,39|"packages about sleep furiously even pains ."
14050|"Supplier#000014050       "|"2B6w BgPiy0yRRwk N062LmRPiLRg6R6 4Rik4m"|0|"698-224-9218   "|-630,63|"carefully ironic deposits boost quickly packages ."
14057|"Supplier#000014057       "|"mNBPLwk ykPwyk2NRgiBiNmikR2 k4yim"|2|"710-955-6002   "|2173,62|"final, ironic deposits try to believe evenly slyly special pint"
14058|"Supplier#000014058       "|"giP62gkiwLBig Rki gmi6BiBwywR6Rmywg "|17|"552-806-5397   "|9943,5|"unusual, ironic deposits could cajole across ."
14060|"Supplier#000014060       "|"P2N6PNiwNw"|22|"961-233-4485   "|7672,79|"blithely ironic instructions are ."
14067|"Supplier#000014067       "|"N4mikLP k6gwki006066gmy2mgyy"|11|"158-261-7604   "|5172,49|"blithely final ideas play regularly !"
14076|"Supplier#000014076       "|"Nk6R2 22wRkiN NNBmRBmwNm04mgB0mmwB"|24|"526-791-4139   "|4206,65|"quickly even dependencies cajole ."
14079|"Supplier#000014079       "|"6i2R42w66NyP0gkwBmy20Bmg4LLi0wP2mmBigkm"|20|"856-997-6864   "|6294,38|"daringly even notornis in place of grow fluffily according to ;"
14090|"Supplier#000014090       "|"iNR2yy6L6gLB 6i 0gLg"|9|"956-116-8732   "|9498,04|"silent, special deposits wake ."
14091|"Supplier#000014091       "|"gkL4 044gyR6Ni00k4y  BRNkB0NNNBwkB0w"|22|"771-545-2734   "|-347,83|"blithely special pinto beans nag blithely ."
14093|"Supplier#000014093       "|"iPikBgiiLRm"|15|"140-220-7273   "|7936,96|"carefully careful deposits boost blithely ."
14094|"Supplier#000014094       "|"PNL0B0iNgP"|14|"959-101-4453   "|8602,83|"express, regular deposits across haggle carefully carefully fin"
14095|"Supplier#000014095       "|"2RNR0yNgwLi"|6|"399-516-8922   "|1811,73|"carefully bold foxes after are blithely silent pinto beans ."
14096|"Supplier#000014096       "|"06iwg4B22gR6y40PRkLNRNiPB 40iBN4R"|14|"904-401-9632   "|-360,6|"fluffily final asymptotes wake quickly final instructions ."
14100|"Supplier#000014100       "|"ByywkPi2L k42P 6iRiBRNBN2R4N4iR"|9|"702-622-8919   "|3585,2|"blithely bold theodolites sleep against ."
14106|"Supplier#000014106       "|"44kNkRiPRB"|15|"813-400-4670   "|4915,01|"quickly close platelets was quickly carefully regular ideas ."
14108|"Supplier#000014108       "|"wNiL4PRwy0mm"|15|"444-872-9519   "|4662,05|"express, express deposits are across ."
14111|"Supplier#000014111       "|"6LNPwLB2w4R040iP2RkBLB42"|7|"175-374-6061   "|6014,95|"ironic accounts snooze bravely according to ?"
14121|"Supplier#000014121       "|"4Nm4w662kLB2RByL2R 6kw24R44g"|21|"549-681-9650   "|3886,5|"packages use blithely about ."
14134|"Supplier#000014134       "|"yBimLR6RyPg4iLLw0i4N ykP6RPN42NLy6 RkP6"|15|"249-493-5354   "|-304,37|"ruthlessly ironic patterns promise fluffily special requests ."
14138|"Supplier#000014138       "|"2mmimRyBmw6"|18|"137-245-7509   "|9424,8|"permanently final tithes near cajole special requests ."
14139|"Supplier#000014139       "|"kiiP 22kBLR4"|24|"626-714-7323   "|770,73|"quickly ironic dependencies alongside of are ironic accounts ."
14149|"Supplier#000014149       "|"BNNL2Ny2g4NLgL4kkP ggiwB00042w2P4R4y"|0|"418-275-4718   "|6589,02|"packages are about ."
14151|"Supplier#000014151       "|"Bik6gR6wk4Nyg6mLmB04g442yk4Ly0P0R N"|14|"680-943-9375   "|2288,77|"enticingly fluffy orbits outside boost blithely across ."
14152|"Supplier#000014152       "|"g0kkPR0 N242"|0|"160-836-8558   "|9337,37|"evenly regular pains wake ."
14154|"Supplier#000014154       "|"m222yyk0 PRP PiBL4R"|12|"921-718-7447   "|9935,08|"quickly regular dependencies are ."
14172|"Supplier#000014172       "|"ik46P4P2 iL4P2yi"|4|"899-904-5484   "|5554,98|"blithely ironic pinto beans sleep ."
14174|"Supplier#000014174       "|"B6i0RgiRyg"|0|"902-693-9211   "|8376,34|"ironic, ironic deposits are after ."
14175|"Supplier#000014175       "|"g4kgLiRwmBBP44mNgBykL20yR4g "|24|"306-811-6407   "|1208,35|"packages detect quickly about ."
14180|"Supplier#000014180       "|"2RBw0 wwyP2RkwBw6BRiwN4y66wmiRR 0NR"|17|"276-292-7415   "|-113,61|"ironic requests are slyly ironic courts ."
14184|"Supplier#000014184       "|"PmyRP y4LR6y0gkNPy"|1|"874-216-2886   "|3572,62|"quickly final platelets among use blithely blithely fluffy theo"
4170|"Supplier#000004170       "|"L6RRLBgBN2 L4RyPk"|17|"870-349-8032   "|6628,47|"blithely unusual ideas lose fluffily packages ."
4171|"Supplier#000004171       "|"R0gmmw P 2Pg4 y240iB4gBL"|24|"731-682-3287   "|5687,5|"special, even deposits boost quickly even requests ."
4173|"Supplier#000004173       "|"m6g00iy2BL PR0y04yw24R2RwiBBw Bw62L"|16|"408-449-6338   "|8830,52|"packages about integrate quickly above ."
4181|"Supplier#000004181       "|"mRk62i4w0LByiNwNRygwRRLig446gBi4iRRy22L"|15|"633-766-8562   "|3164,1|"silent, sly deposits integrate quickly slyly regular dolphins ."
4185|"Supplier#000004185       "|"Nw6yi6P0LkLyLP6LLNRB24R i"|2|"941-891-5257   "|-584,66|"fluffily regular dolphins are fluffily silent courts ."
4186|"Supplier#000004186       "|"kw2kimNRk 0PRmiw6 "|18|"866-249-6058   "|5604,66|"blithely ironic theodolites against integrate quickly express a"
4187|"Supplier#000004187       "|"2200wN4iB2i2wNiRmm"|21|"583-218-8822   "|2504,32|"busily special sheaves boost blithely since ."
4194|"Supplier#000004194       "|"wig2NNm4gk4   6iPgi2g4BRmmRm6"|14|"641-325-2196   "|8819,65|"packages boost blithely about ."
4199|"Supplier#000004199       "|"iB2BBy4yRy B2B6B4ky4 0i"|17|"989-888-5502   "|3036,04|"packages sleep about ."
4200|"Supplier#000004200       "|"g64m6w04NBmN4LPw 4mPwR0m 0ii6mBy2NNyRP"|18|"331-969-6910   "|6762,18|"silent requests nag carefully even requests ."
4201|"Supplier#000004201       "|"wBPL26iy0B0RyBkPB24wRkNP0g4i4PN"|15|"674-865-3495   "|9059,1|"carefully final foxes haggle carefully after ."
4204|"Supplier#000004204       "|"2g6LLRNN26wN0Ly2Bkgg4wgRgi6  B"|20|"118-111-3250   "|3221,86|"blithely regular theodolites are fluffily regular frets ."
4207|"Supplier#000004207       "|"64gLwkggwm0mkmiBkNLLRm0iRgy "|23|"294-227-7301   "|4630,77|"blithely special pinto beans haggle carefully along ."
4211|"Supplier#000004211       "|"wR6yB4mikyByRwLy2LPk6P6kR24k00R02 "|1|"450-204-2998   "|9188,18|"unusual accounts haggle carefully according to ."
4212|"Supplier#000004212       "|"yR24 2k N y6PNPN 2BkB6 6Rmykgi g"|7|"671-251-6238   "|5757,76|"express requests wake according to ."
4213|"Supplier#000004213       "|"y4kL2020BLRR4BygyimyB2iNLkBLN"|5|"872-253-9376   "|1678,93|"regular requests cajole slyly unusual ideas ."
4217|"Supplier#000004217       "|"6N2Pm0Bk P RwPi6gP622N4m g mRPk6imBRw k "|20|"185-422-4753   "|798,27|"bold accounts sleep according to ."
4218|"Supplier#000004218       "|"Pik2m yi2R6P"|4|"766-279-1430   "|5414,44|"pending, final deposits try to hang ironically carefully ironic"
4223|"Supplier#000004223       "|"wyRimmy2L4P4"|15|"138-715-3599   "|8979,15|"packages haggle carefully about ."
4225|"Supplier#000004225       "|"mi042RP4w kBPi2P60w"|1|"825-988-4065   "|532,2|"blithely final theodolites snooze bravely along ?"
4230|"Supplier#000004230       "|"4B2g4iLP40yP m606wgii6 kg0"|11|"987-446-1316   "|-530,69|"packages run closely :"
4241|"Supplier#000004241       "|"Bgk2 6PB0km6iyyyyiL Rigm"|2|"590-287-2370   "|8465,71|"fluffily regular asymptotes are ."
4246|"Supplier#000004246       "|"m4L60wkwP0wR2P2B6NggL0R"|21|"874-156-1289   "|8452,78|"final requests according to nag carefully packages ."
4250|"Supplier#000004250       "|"6myL2L44wyBmL0Bmm264gg64y4g"|11|"502-632-4520   "|8847,81|"packages sleep furiously final realms ."
4252|"Supplier#000004252       "|"BLyLB  yLwNwg6BiywPP6g20g"|21|"521-254-1077   "|5784|"finally pending decoys nag blithely ."
4253|"Supplier#000004253       "|"kNBmyRwNmRiP4mi0ymyBRwL6NL0m2wNLw064w4"|0|"606-623-6048   "|2775,14|"blithely even theodolites boost quickly quickly express excuses"
4254|"Supplier#000004254       "|"0Bm20i0iiLBi4k42yN PmRm"|11|"161-453-3126   "|-274,88|"unusual accounts wake slyly bold dependencies ."
4257|"Supplier#000004257       "|" BkiyB m2  PP2gk2ggP0g0BN"|13|"178-617-8866   "|2818,3|"packages haggle carefully ."
4262|"Supplier#000004262       "|"iii0RyRLk00gR4P60Ry 2m24 2i6my260N4gy R"|6|"873-834-9237   "|-505,1|"final requests above sleep special requests ."
4266|"Supplier#000004266       "|"gmyL 6 imkRB22m2R0wg"|0|"862-231-7678   "|7845,3|"carefully ironic foxes could cajole ."
4269|"Supplier#000004269       "|"0g0LP2N22NBN kiigw0wgk4m6gBkB"|11|"976-977-9460   "|-221,2|"packages about cajole furiously express theodolites ."
4279|"Supplier#000004279       "|"2P0g 2ywP2kwBw"|5|"827-860-8950   "|3530,29|"even requests haggle carefully ."
4286|"Supplier#000004286       "|" Nyy0 4ki6RR26B6244N600mL02iLk2kw0wkR02i"|15|"564-475-1940   "|8786,12|"blithely blithe pinto beans integrate quickly ."
4293|"Supplier#000004293       "|"BP0 NyNy4iig4PyB gBP0wPwBPyg"|13|"327-318-3224   "|5597,69|"quickly final dependencies boost blithely alongside of ."
4295|"Supplier#000004295       "|"m4 40 B R kgNiRP40y6wBww44PLLkLN0"|16|"301-907-6367   "|33,69|"blithely ironic theodolites wake regular, special deposits ."
4297|"Supplier#000004297       "|"m4kyPPiL P40"|8|"868-344-8831   "|-913,76|"doggedly ironic warhorses use blithely packages ."
4298|"Supplier#000004298       "|"i6B4L2kRg g y624w0 04B m4 Nw22i4"|15|"616-601-5463   "|7346,59|"blithely regular pinto beans sleep ."
4299|"Supplier#000004299       "|"g RRy gP4wL 6iPP"|12|"169-275-7284   "|8216,3|"packages try to believe boldly packages --"
4303|"Supplier#000004303       "|"B6R0wymLLmPRBwRmLNRRLkimyBgwBR"|8|"536-397-9827   "|7746,76|"carefully ironic deposits after wake according to ."
4304|"Supplier#000004304       "|"4w2NNg6BmmB6"|19|"441-542-2961   "|1899|"quickly fluffy excuses promise fluffily fluffily bold asymptote"
4310|"Supplier#000004310       "|"04w2 kmmLm6y wkm"|0|"556-195-8803   "|4946,48|"quickly even dependencies was quickly among ."
4311|"Supplier#000004311       "|"424Rm 0Ly0 i0 "|2|"775-515-7229   "|6417,52|"blithely ironic ideas sleep quickly express instructions ."
4312|"Supplier#000004312       "|"m0ygN0RLmg2kg0B4 Ni0RkgggR0PwPPLgRL0y"|21|"977-558-6743   "|2260,2|"bold accounts haggle carefully slyly express theodolites ."
4316|"Supplier#000004316       "|"L2yi2wP2P4 P0LmgL40Niy P2gm"|21|"429-595-2772   "|2849,65|"blithely regular theodolites use blithely ."
4318|"Supplier#000004318       "|"4L4g204gNL6NLykPmNPP"|8|"311-242-8841   "|2565,91|"carefully special foxes boost quickly after ."
4322|"Supplier#000004322       "|"6LyLNgwNPw46kBi"|6|"722-452-4622   "|575,92|"slowly pending somas sleep beside ."
4323|"Supplier#000004323       "|"k62w ByR2wN0iwN 2BB2"|6|"872-970-7523   "|8380,61|"blithely final ideas cajole carefully blithely express instruct"
4325|"Supplier#000004325       "|"0LyPPB 0LRPyRwLimBN0iPNPBmPggmw"|17|"197-362-2256   "|6800,05|"ironic accounts wake ironic requests ."
4327|"Supplier#000004327       "|"PR0kkBBRkw0wmiyLkikgyLRk6 "|6|"701-511-6847   "|8236,1|"blithely regular instructions sleep unusual requests ."
4335|"Supplier#000004335       "|"PLRg4NyBRLi0P62BLgN2Ly46m20kiLy"|15|"581-986-7406   "|7803,05|"blithely regular ideas cajole ."
4337|"Supplier#000004337       "|"kym20NR60 yP44R2Bg620i"|3|"460-488-9828   "|176,24|"blithely special ideas boost blithely carefully special foxes ."
4338|"Supplier#000004338       "|"Ni RiwLkgPi B6y Li2Nm2"|17|"827-602-6388   "|1060,29|"quietly final Tiresias' are blithely even instructions ."
4343|"Supplier#000004343       "|"2NN6w4B00g6m4P4Ri 60R"|24|"440-127-9020   "|-274,05|"packages boost blithely about ."
4348|"Supplier#000004348       "|"ymP4wmBkw6m 2kNL 46yiBmggLLkRg2i46i"|9|"584-343-2161   "|1692,89|"blithely pending pinto beans haggle carefully ."
4349|"Supplier#000004349       "|"4PN mPi6kPk PL20Rg2Ly"|9|"556-752-6594   "|4349,1|"packages cajole carefully about ."
4354|"Supplier#000004354       "|"y6Lk6LNPyR2m 202mR6Lyywiw 4L42k0m4kRk06"|5|"362-195-7509   "|3923,94|"even accounts according to cajole regular requests ."
4360|"Supplier#000004360       "|" NmkigyR604R466R0"|5|"502-638-6763   "|5260,3|"express requests cajole ."
4364|"Supplier#000004364       "|"mN40mygR6wN00iLRB P6yi g RiN iggkNmkii4"|15|"891-263-4008   "|8408,8|"blithely bold theodolites are regular packages ."
